airtemperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type_l,type_m,target
299.8,309.6,1598,31.0,139,True,False,0
300.5,311.3,1468,41.1,34,False,True,0
303.1,312.9,1511,40.1,107,True,False,0
297.2,308.3,1453,45.8,105,False,False,0
299.5,309.0,1498,44.6,101,True,False,0
298.7,309.4,1375,48.3,157,False,True,0
302.5,311.9,1298,57.5,57,False,True,0
298.2,308.3,1688,32.0,202,True,False,0
298.5,308.7,1367,47.3,47,False,True,0
296.3,307.3,1498,41.6,15,False,True,0
302.8,312.3,1336,57.5,187,False,False,0
299.0,309.4,1419,48.3,91,True,False,0
300.1,310.3,1345,57.1,71,False,True,0
299.0,310.3,1483,39.2,153,True,False,0
296.9,307.8,1544,37.6,109,False,True,0
298.9,308.8,1530,38.3,23,True,False,0
299.9,310.4,1576,34.3,188,False,True,0
302.0,310.6,1467,44.9,86,True,False,0
298.7,308.4,1694,28.7,195,True,False,0
300.1,310.5,1356,45.8,126,True,False,0
300.9,311.5,1704,31.3,159,False,True,0
299.4,309.0,1800,24.3,128,True,False,0
302.5,312.0,1521,40.2,174,False,True,0
301.1,311.0,1565,52.3,183,True,False,0
297.6,308.0,1258,57.4,139,True,False,0
296.9,308.1,1741,28.8,60,True,False,0
302.6,312.0,1496,45.0,79,False,True,0
297.4,308.3,1412,42.0,111,True,False,0
297.4,308.4,1517,41.0,18,False,True,0
298.4,309.0,1507,36.1,191,False,True,0
298.5,309.7,1557,37.7,86,False,True,0
302.3,311.7,1504,37.3,107,False,True,0
297.5,308.5,1597,36.4,112,True,False,0
300.7,309.6,1403,51.3,174,False,False,0
299.0,310.2,1598,33.4,44,False,True,0
299.3,308.7,1390,49.3,215,False,True,0
300.2,309.7,1483,43.8,108,False,False,0
297.8,308.4,1512,35.1,138,False,False,0
298.4,309.2,1335,53.5,168,True,False,0
297.6,308.5,1490,43.4,154,False,True,0
298.9,309.0,1812,25.9,174,False,True,0
301.4,310.4,1433,43.4,86,True,False,0
300.6,310.5,1462,41.3,68,False,True,0
297.7,308.2,1446,43.9,172,True,False,0
301.0,311.3,1472,35.3,73,True,False,0
298.9,309.9,1309,56.2,119,True,False,0
301.0,310.9,1515,41.8,170,False,True,0
300.4,311.8,1589,42.0,201,True,False,0
297.2,308.5,2440,14.0,166,False,False,0
296.5,307.4,1432,49.2,64,False,False,0
300.3,311.7,1406,47.5,14,True,False,0
302.6,311.9,1448,49.5,72,True,False,0
298.0,308.2,1620,35.8,5,True,False,0
301.5,310.4,1474,39.9,53,True,False,0
299.8,309.0,1467,37.3,193,False,False,0
300.5,311.4,1466,41.8,112,True,False,0
298.6,308.2,1361,68.2,172,True,False,1
301.9,310.9,1542,36.7,101,True,False,0
302.5,312.0,1456,46.3,208,True,False,0
300.2,311.7,1640,30.8,191,True,False,0
295.5,305.9,1453,47.3,9,False,True,0
297.5,308.9,1729,28.1,189,True,False,0
298.0,309.9,1445,45.2,55,False,True,0
304.2,313.4,1475,40.2,98,True,False,0
298.9,308.9,1679,28.7,181,False,True,0
300.2,310.0,1389,53.6,184,True,False,0
300.9,310.3,1440,47.6,140,True,False,0
302.3,311.1,1435,43.1,149,False,True,0
302.9,312.5,1629,30.4,74,True,False,0
297.0,308.1,1489,44.1,96,True,False,0
297.4,308.1,1620,31.2,143,False,True,0
302.4,311.1,1432,44.5,195,False,True,0
298.4,308.3,1458,42.9,15,False,False,0
298.2,308.7,2186,17.8,31,True,False,0
298.2,308.3,1560,33.0,181,False,True,0
298.6,309.8,1544,30.2,113,True,False,0
300.3,309.9,1570,34.0,31,True,False,0
299.5,309.3,1442,46.2,5,True,False,0
302.3,310.9,1558,31.9,207,False,True,0
299.7,309.1,1576,36.4,149,False,True,0
302.1,311.3,1497,38.4,28,False,True,0
297.1,307.8,1584,42.3,135,True,False,0
300.9,310.7,1268,56.3,161,False,True,0
299.1,308.8,1553,32.6,90,False,False,0
298.2,308.5,2678,10.7,86,False,True,1
297.9,309.8,1336,71.6,31,True,False,1
301.6,310.6,1613,42.5,97,True,False,0
297.9,307.8,1286,59.5,55,True,False,0
297.4,307.9,1557,35.5,174,True,False,0
300.7,311.0,1318,48.2,128,True,False,0
302.4,311.1,1446,42.9,5,True,False,0
298.5,308.6,1344,53.0,114,False,True,0
301.8,310.8,1618,37.8,59,False,True,0
300.1,311.4,1356,45.7,149,True,False,0
302.8,312.3,1494,37.5,198,True,False,0
302.6,310.5,1511,37.2,197,True,False,0
300.9,312.4,1372,51.0,142,True,False,0
296.7,307.5,1515,42.1,55,False,True,0
299.1,310.5,1496,35.2,60,True,False,0
298.8,309.8,1490,40.6,124,True,False,0
304.0,313.0,1377,56.0,61,False,True,0
301.5,310.8,1367,49.0,193,True,False,0
303.9,313.2,1481,44.1,197,True,False,0
301.8,310.7,1751,29.3,133,True,False,0
300.1,309.2,1418,39.8,221,False,True,0
302.0,311.0,1566,37.8,218,True,False,0
302.8,310.6,1617,37.9,207,True,False,0
297.6,309.0,1815,25.3,66,False,True,0
298.4,308.6,1609,35.0,103,True,False,0
300.0,309.6,1423,48.7,67,False,True,0
297.9,308.5,1305,47.2,155,True,False,0
298.1,307.9,1614,35.8,196,True,False,0
299.5,309.3,1462,46.7,7,True,False,0
303.5,312.3,1404,48.6,193,True,False,0
300.9,310.6,1504,46.4,129,True,False,0
299.9,310.1,1681,29.1,197,True,False,0
301.2,310.7,1568,38.3,49,True,False,0
299.2,308.8,1523,38.9,112,False,True,0
302.3,310.1,1321,52.7,134,True,False,1
297.3,308.7,1551,40.0,125,True,False,0
300.6,309.4,1367,63.2,45,False,True,1
299.1,310.1,1486,40.7,39,True,False,0
298.2,307.7,1681,31.0,84,False,True,0
299.2,310.4,1504,43.3,37,False,True,0
304.0,313.1,1404,47.1,90,True,False,0
297.3,308.2,1677,34.9,21,False,True,0
302.1,311.6,1701,26.2,46,False,False,0
303.5,312.7,1402,47.0,23,False,True,0
301.9,310.7,1717,26.8,27,True,False,0
299.2,310.0,1349,50.4,226,False,True,0
298.0,307.5,1784,27.8,163,False,True,0
303.4,311.4,1307,54.0,44,False,True,1
300.3,311.7,1821,26.3,202,True,False,0
298.9,308.5,1742,34.5,117,True,False,0
297.5,308.4,1633,33.3,213,True,False,0
301.3,310.7,1516,46.0,119,True,False,0
298.5,308.2,1654,27.1,13,True,False,0
298.3,307.9,1703,28.9,147,True,False,0
298.6,309.5,1684,27.8,44,False,True,0
298.2,307.8,1411,53.4,110,False,True,0
298.2,308.9,1585,34.3,33,False,True,0
300.7,309.9,1412,45.3,155,True,False,0
298.3,308.4,1585,30.6,127,True,False,0
297.4,308.3,1493,41.2,43,True,False,0
300.4,309.9,2563,12.8,81,False,False,1
302.1,310.1,1379,48.2,166,False,True,1
298.5,309.5,1428,43.5,87,True,False,0
303.8,312.9,1570,35.8,147,False,False,0
300.7,309.6,1541,34.6,131,True,False,0
297.6,309.6,1278,50.4,2,False,False,0
300.1,309.3,1712,28.5,141,True,False,0
301.3,310.5,1481,39.7,85,False,True,0
298.0,309.6,1536,37.3,120,True,False,0
300.4,309.9,1496,31.8,154,True,False,0
296.9,307.7,1464,41.4,6,True,False,0
299.3,309.1,1634,36.8,62,True,False,0
298.8,310.2,1583,35.7,116,False,True,0
303.8,312.9,1442,48.3,52,True,False,0
298.7,309.8,1528,36.7,197,False,True,0
300.7,312.1,1395,41.9,157,True,False,0
299.2,308.5,1867,27.0,138,True,False,0
298.5,309.7,2617,12.1,102,True,False,1
300.5,309.8,1508,37.8,150,False,True,0
300.3,309.1,1458,44.3,175,False,True,0
302.4,312.0,1457,43.4,23,False,False,0
299.3,309.1,1293,53.7,189,True,False,0
300.3,311.1,1350,58.7,130,False,True,0
303.1,312.7,1353,51.8,97,True,False,0
300.5,312.0,1646,29.5,106,True,False,0
297.1,307.8,1477,36.6,177,True,False,0
298.9,310.2,1971,23.2,155,True,False,0
299.1,308.3,1325,46.9,28,True,False,0
297.7,308.7,1479,45.7,93,True,False,0
304.0,313.1,1720,28.7,106,True,False,0
302.8,312.2,1515,36.8,162,True,False,0
299.0,310.1,1580,41.9,55,True,False,0
303.9,313.1,1668,34.4,137,False,True,0
297.7,309.7,1616,31.1,20,False,False,0
299.0,310.4,1382,53.0,89,True,False,0
301.9,310.7,1947,25.0,137,True,False,0
297.1,307.8,1538,34.3,181,False,True,0
299.0,310.1,1444,47.7,161,True,False,0
300.2,311.7,1286,55.1,42,True,False,0
298.4,308.2,1499,40.0,211,False,True,0
299.3,309.0,1447,50.4,140,True,False,0
301.6,310.8,1435,47.2,152,False,False,0
299.0,310.3,1472,36.1,97,True,False,0
302.2,311.4,1398,47.2,202,False,True,0
298.9,310.1,1555,40.6,176,False,True,0
302.2,311.2,1873,24.0,99,False,True,0
300.7,310.7,1431,39.3,22,True,False,0
300.7,311.7,1499,38.9,3,False,True,0
297.8,308.5,1699,27.8,199,True,False,0
302.7,310.6,1501,48.7,4,True,False,0
301.0,310.9,1578,38.4,49,True,False,0
298.7,309.9,1753,26.8,40,True,False,0
300.1,310.1,1380,52.6,59,True,False,0
297.3,308.7,1619,31.6,129,True,False,0
299.0,310.3,1558,35.4,223,False,True,0
302.7,312.2,1336,46.8,179,True,False,0
298.8,309.1,1513,40.3,160,True,False,0
298.8,308.5,1425,47.4,90,False,True,0
301.3,310.7,1819,25.5,46,False,True,0
302.4,311.0,1462,48.5,81,True,False,0
302.5,311.5,1655,32.3,142,False,False,0
301.1,310.6,1407,43.9,111,False,False,0
301.8,311.2,1451,39.4,70,False,False,0
299.7,309.3,1574,35.8,6,True,False,0
300.1,310.2,1475,54.2,53,True,False,0
299.0,310.1,1699,32.9,87,True,False,0
298.8,308.6,1501,35.0,55,True,False,0
300.1,309.2,1599,30.1,216,True,False,0
301.1,311.6,1432,48.1,202,True,False,0
303.1,312.6,1404,40.6,152,False,False,0
301.2,312.3,1548,38.3,87,False,True,0
300.8,310.3,1526,36.3,205,False,True,0
298.3,309.1,1417,60.5,143,True,False,0
301.9,310.7,1405,47.9,80,False,True,0
303.9,313.0,1483,45.0,78,True,False,0
298.8,309.5,1374,48.1,159,True,False,0
298.1,307.6,1565,36.3,140,False,True,0
298.3,309.2,1456,45.5,75,True,False,0
299.8,309.5,1542,40.3,141,True,False,0
297.3,308.6,1456,42.9,122,False,True,0
302.4,311.8,1673,30.1,210,True,False,0
300.5,309.8,1550,37.4,148,True,False,0
297.6,308.6,1389,49.0,34,False,True,0
302.4,310.8,1686,28.8,150,True,False,0
295.8,306.5,1534,37.9,88,True,False,0
300.3,311.6,1709,29.5,27,True,False,0
297.7,307.2,1444,40.0,17,True,False,0
297.6,308.3,1640,30.9,79,False,False,0
298.1,309.9,1629,32.5,45,True,False,0
303.6,313.0,1522,35.8,133,True,False,0
301.6,310.9,1632,31.6,189,True,False,0
298.8,310.1,1243,74.5,194,False,True,1
295.9,306.6,1557,41.1,113,True,False,0
298.4,309.5,1397,50.3,110,True,False,0
297.5,308.9,1459,48.5,193,True,False,0
297.3,308.7,1352,53.8,91,True,False,0
302.5,311.2,1545,40.1,165,True,False,0
301.1,312.3,1486,34.9,122,True,False,0
302.5,311.9,1595,34.6,112,False,False,0
299.6,309.4,1643,32.9,145,True,False,0
300.7,310.9,1535,37.1,113,True,False,0
298.4,308.2,1364,45.9,63,True,False,0
296.7,307.7,1597,32.1,114,False,True,0
302.0,310.5,1381,58.4,201,False,True,0
302.3,311.8,1355,50.1,104,False,True,0
303.7,313.0,1811,24.3,209,True,False,0
300.5,311.9,1330,59.5,33,True,False,0
297.6,308.8,1539,40.2,72,True,False,0
300.4,311.7,1459,45.6,3,True,False,0
298.8,310.0,1487,41.4,152,True,False,0
302.8,312.2,1615,32.9,159,False,True,0
303.5,313.0,1393,51.6,80,True,False,0
300.6,310.4,1510,42.8,124,False,False,0
300.5,309.5,1777,23.6,0,True,False,0
300.9,310.7,1452,47.3,25,False,True,0
297.5,309.3,1563,36.1,100,False,False,0
298.1,307.8,1525,35.9,132,False,True,0
300.0,310.4,1881,21.9,102,False,False,0
300.4,311.0,1802,26.0,197,True,False,0
300.1,309.4,1560,47.7,26,True,False,0
299.2,308.4,1434,46.8,2,True,False,0
300.5,309.8,1555,38.9,166,False,True,0
297.7,308.9,1838,27.3,99,True,False,0
298.4,308.1,1891,24.7,158,False,False,0
302.2,311.5,1562,38.0,162,False,True,0
299.6,309.4,1677,31.1,191,True,False,0
298.9,309.9,1404,41.4,20,False,True,0
300.7,310.1,1261,56.6,98,True,False,0
301.7,310.5,1377,43.1,183,True,False,0
302.5,310.9,1477,39.2,144,True,False,0
303.8,313.2,1710,26.5,190,False,True,0
301.3,310.0,2068,17.8,176,False,True,0
298.8,310.0,1403,45.6,185,True,False,0
302.4,312.1,1492,47.7,7,False,True,0
300.5,311.8,1331,55.3,167,False,True,0
299.4,308.7,1446,62.9,134,True,False,1
303.3,311.4,1395,59.1,4,False,True,0
301.0,310.9,1473,44.2,116,True,False,0
303.4,311.7,1690,34.9,189,False,True,0
297.6,308.5,1678,34.2,114,True,False,0
300.4,310.2,1613,36.9,231,False,True,0
297.5,308.8,1430,49.4,2,False,False,0
297.3,308.6,1486,42.6,105,True,False,0
301.3,310.8,1381,47.9,33,True,False,0
301.5,310.6,1394,46.5,206,True,False,0
301.7,311.0,1441,44.3,208,True,False,1
300.3,309.6,1624,32.6,175,True,False,0
297.2,308.1,1689,31.2,145,True,False,0
297.6,308.3,1816,28.8,106,True,False,0
299.3,308.5,1496,39.4,80,False,True,0
299.5,310.0,1388,52.4,94,True,False,0
300.8,312.4,1767,25.6,105,True,False,0
301.3,310.4,1504,47.2,193,True,False,0
297.6,308.9,1479,38.1,182,False,True,0
300.5,309.6,1465,41.6,217,True,False,0
300.7,310.1,1721,32.3,170,True,False,0
302.6,312.1,1611,39.9,210,False,True,0
302.5,310.2,1307,54.0,86,True,False,1
297.4,308.3,1366,45.5,11,True,False,0
301.7,310.7,1493,51.1,87,True,False,0
299.8,310.8,1376,48.6,159,True,False,0
300.7,310.8,2113,18.5,95,True,False,0
300.2,311.5,1685,31.0,193,True,False,0
299.0,308.7,1583,32.5,25,True,False,0
302.2,310.8,1827,23.8,9,True,False,0
299.8,310.3,1524,34.2,196,True,False,0
298.2,308.4,1310,61.0,189,True,False,1
303.7,312.4,1512,39.2,184,True,False,0
297.4,308.3,1483,41.9,47,False,True,0
301.6,310.9,1510,40.9,152,False,True,0
300.5,311.8,1368,57.9,191,True,False,1
300.1,311.5,1343,46.2,28,False,True,0
303.1,311.3,1403,55.6,150,True,False,0
301.1,310.5,1547,35.8,81,False,True,0
301.1,310.7,2219,16.7,79,False,True,0
303.4,311.6,1497,42.8,58,True,False,0
297.6,308.6,1393,40.4,127,True,False,0
296.8,308.0,1536,40.4,217,True,False,0
299.4,309.2,1427,41.5,29,True,False,0
303.8,312.5,1619,30.9,142,True,False,0
298.4,309.0,1544,38.8,97,False,True,0
298.0,307.7,1430,47.3,49,True,False,0
300.3,311.5,1540,41.5,151,False,True,0
303.2,311.5,1336,58.2,2,False,True,1
303.7,312.7,1359,56.8,194,True,False,1
303.6,312.5,1345,54.1,126,True,False,0
298.5,309.4,1573,36.0,97,False,False,0
298.0,308.8,1489,36.5,109,True,False,0
298.9,310.2,1654,31.1,158,True,False,0
303.4,312.9,1422,39.9,63,False,True,0
300.3,309.6,1398,53.7,82,False,True,0
298.8,308.6,1331,62.8,81,True,False,0
300.9,311.0,1499,38.0,111,True,False,0
301.0,312.2,1264,59.0,57,True,False,0
296.4,307.4,2833,5.6,213,True,False,1
296.3,307.2,1454,42.5,35,False,True,0
301.5,310.8,1452,44.1,157,False,True,0
300.3,309.8,1444,42.0,3,False,True,0
296.6,307.4,1521,38.6,173,True,False,0
298.6,308.4,1485,42.9,38,True,False,0
299.0,310.4,1625,37.1,131,False,True,0
303.7,313.1,1423,41.2,124,True,False,0
303.9,312.7,1800,24.3,158,True,False,0
299.4,309.1,1432,45.4,137,True,False,0
297.0,307.9,1455,49.0,204,True,False,0
302.6,311.0,1591,33.9,119,False,True,0
301.3,310.4,1635,32.5,110,False,True,0
298.0,309.2,1527,32.4,99,True,False,0
298.8,308.7,1446,45.5,49,False,True,0
302.3,310.7,1499,37.8,137,True,False,0
300.1,311.3,2579,12.5,64,True,False,1
299.0,308.5,1623,33.5,154,False,False,0
303.5,312.8,1607,38.4,92,True,False,0
300.2,311.6,1662,28.8,162,False,False,0
303.9,312.9,1526,42.5,194,True,False,0
302.0,310.9,1495,38.6,52,True,False,0
302.7,312.0,1828,24.0,63,True,False,0
300.6,309.5,1437,40.0,55,True,False,0
301.6,310.6,1555,40.4,139,False,False,0
303.4,312.7,1363,45.5,26,True,False,0
300.1,310.5,1492,50.9,111,True,False,0
299.0,309.0,1469,40.1,13,True,False,0
296.5,307.6,1415,44.2,106,True,False,0
297.4,309.3,1516,43.0,83,False,False,0
300.2,311.8,1798,23.2,210,True,False,0
299.8,311.1,1498,38.1,176,False,True,0
296.6,307.4,1465,47.8,187,True,False,0
298.2,309.0,1596,37.2,87,True,False,0
303.6,312.9,1873,23.5,7,True,False,0
299.8,310.6,1694,31.3,121,False,True,0
297.5,308.3,1596,36.8,77,True,False,0
298.1,309.1,1572,37.5,126,False,True,0
301.9,311.0,2691,12.1,31,True,False,1
296.2,307.3,1477,35.2,53,False,True,0
300.9,310.3,1321,48.8,150,True,False,0
302.4,311.0,1573,36.5,193,True,False,0
298.0,308.9,1578,35.6,153,True,False,0
298.8,310.1,1501,48.7,192,False,True,0
297.6,308.8,1416,45.9,101,False,True,0
298.2,309.2,1524,34.6,161,False,True,0
297.4,308.7,1510,36.2,92,True,False,0
301.0,310.9,1568,38.2,172,True,False,0
297.3,308.7,1451,43.8,24,False,True,0
302.8,312.1,1520,39.9,48,True,False,0
301.4,310.3,1492,41.4,195,True,False,0
301.8,309.7,1598,30.4,124,True,False,0
304.2,313.4,1568,37.6,25,True,False,0
299.0,308.6,1434,45.9,108,True,False,0
301.8,310.6,1459,40.2,128,False,True,0
302.2,311.3,1570,36.1,0,True,False,0
300.5,309.9,1503,37.4,175,True,False,0
300.7,310.7,1450,43.4,80,True,False,0
298.3,308.5,1629,37.1,170,False,True,0
298.9,308.4,1632,31.8,17,False,False,0
300.8,310.7,1358,48.1,198,True,False,0
301.8,309.8,1546,39.8,121,False,True,0
300.2,309.2,1667,29.9,75,True,False,0
303.4,312.3,1287,54.8,54,True,False,0
301.7,310.1,1743,27.3,210,False,True,0
300.6,310.0,1483,44.0,97,False,False,0
300.2,310.3,1408,42.5,0,False,False,0
298.4,308.3,1473,39.9,184,True,False,0
299.1,310.3,1838,24.0,235,False,True,0
299.0,309.9,1630,34.0,92,True,False,0
299.7,309.3,1779,25.5,129,True,False,0
297.3,308.3,1410,48.1,23,True,False,0
303.5,312.9,1618,30.4,130,False,True,0
303.8,312.5,1447,46.6,198,False,False,0
300.7,311.2,1769,26.5,63,False,True,0
298.1,308.0,1704,30.9,61,True,False,0
298.1,308.6,1415,46.3,27,False,True,0
300.9,310.8,1599,33.0,7,False,True,0
300.1,309.8,1430,56.7,44,True,False,0
302.6,311.7,1430,51.7,32,False,True,0
300.7,310.0,1395,48.0,85,True,False,0
300.3,311.7,1646,28.9,198,False,True,0
301.5,310.7,1416,53.2,69,False,True,0
302.9,312.4,1550,36.9,194,True,False,0
302.7,311.6,2709,9.7,2,False,True,1
302.6,310.3,1479,40.4,105,True,False,0
300.2,309.9,1566,36.4,170,True,False,0
302.4,311.8,1543,31.1,96,True,False,0
298.3,307.7,1576,33.8,171,True,False,0
297.1,308.3,1496,45.8,190,True,False,0
298.2,309.0,2449,13.8,45,True,False,0
300.5,310.5,1373,47.4,56,True,False,0
300.3,309.5,1405,49.4,77,False,True,0
302.4,311.0,1423,46.2,186,True,False,0
298.1,307.6,1950,20.3,202,True,False,0
301.0,310.9,1428,45.3,47,True,False,0
299.1,310.5,1485,37.8,46,True,False,0
303.6,311.8,1421,44.8,101,False,True,1
296.2,307.2,1515,36.5,38,True,False,0
301.3,311.0,1542,33.6,80,True,False,0
297.7,307.6,1921,22.9,68,True,False,0
299.7,311.1,1439,44.9,174,True,False,0
299.0,310.3,1428,46.3,175,True,False,0
301.4,311.0,1234,55.8,152,False,True,0
304.2,313.8,1481,44.9,136,False,True,0
301.0,312.3,1550,34.9,111,True,False,0
296.8,307.9,1271,61.4,125,True,False,0
302.3,310.9,2034,19.7,190,True,False,0
298.8,309.0,1497,43.8,147,False,False,0
297.9,309.8,2000,21.3,29,True,False,0
298.9,308.5,1429,55.1,140,True,False,0
302.5,310.3,1523,36.0,72,True,False,0
299.2,308.4,1396,48.5,5,False,True,0
304.2,313.4,1735,28.9,192,True,False,0
302.9,312.1,1334,54.7,88,True,False,0
297.3,308.0,1403,45.0,77,False,True,0
297.8,309.1,1432,42.6,17,False,True,0
302.2,311.6,1872,20.4,202,True,False,0
303.8,313.2,1531,39.4,159,True,False,0
301.4,310.4,1559,36.0,196,True,False,0
298.0,308.7,1430,51.9,47,False,True,0
300.4,309.3,1411,41.6,160,False,True,0
302.1,310.8,1504,37.5,42,False,True,0
298.7,309.8,1402,54.3,128,True,False,0
298.4,309.7,1870,22.5,170,False,True,0
300.5,309.5,1255,62.1,138,True,False,0
297.9,309.0,1583,36.7,104,True,False,0
299.1,310.8,1517,38.4,185,False,True,0
298.9,308.7,1389,44.9,69,True,False,0
298.1,307.7,1633,30.7,145,False,True,0
296.6,307.6,1459,40.2,96,True,False,0
300.5,311.5,1316,49.7,55,True,False,0
303.4,312.2,1615,35.7,56,False,True,0
298.2,307.8,1804,25.1,108,True,False,0
298.0,307.6,1654,28.9,123,True,False,0
303.8,313.2,1506,46.9,154,False,False,0
304.0,313.3,1415,52.8,82,False,True,0
299.0,310.3,1437,47.8,99,True,False,0
300.4,311.9,1438,46.7,41,False,False,0
301.7,311.0,1537,33.5,146,False,True,0
299.3,310.5,1505,38.8,30,True,False,0
301.2,310.1,1295,56.6,39,False,True,0
302.5,312.2,1738,25.3,14,True,False,0
299.4,308.7,1381,56.7,102,True,False,0
297.9,309.1,1619,34.7,33,True,False,0
299.0,310.0,1582,31.9,51,True,False,0
302.0,310.9,1558,45.3,193,False,True,0
301.9,310.6,1412,46.5,89,False,True,0
297.1,308.5,1515,42.1,81,False,True,0
295.8,306.3,1337,54.6,87,True,False,0
299.8,309.4,1401,48.1,143,False,True,0
301.5,310.5,1528,35.7,198,True,False,0
300.7,311.9,1329,59.2,121,False,False,0
302.2,310.6,1346,47.5,109,True,False,1
297.0,307.9,1569,33.3,141,False,True,0
301.2,310.0,1445,45.6,18,False,True,0
300.7,312.3,1446,45.4,86,False,False,0
300.2,311.6,1356,53.5,132,True,False,0
300.6,311.0,1543,34.7,89,True,False,0
300.7,310.1,1376,50.8,75,True,False,0
301.4,310.4,1689,30.6,110,True,False,0
298.4,309.2,1583,35.4,112,True,False,0
300.0,310.4,1333,49.1,131,True,False,0
302.3,310.9,1762,24.5,73,False,True,0
300.3,310.2,1429,44.7,203,False,True,0
297.5,309.3,1404,43.5,195,True,False,0
300.0,310.5,1558,36.7,137,False,False,0
298.4,307.7,1626,31.1,166,False,False,0
298.3,309.1,1296,58.7,201,False,True,0
300.9,310.5,1702,29.3,32,False,True,0
297.3,308.3,1550,37.0,54,True,False,0
303.4,311.9,1402,50.0,54,False,False,0
303.6,313.1,1395,44.1,120,True,False,0
302.1,311.0,1351,49.5,196,True,False,0
300.0,309.5,1735,28.9,82,False,False,0
297.2,308.6,1562,33.0,84,True,False,0
300.7,311.7,2097,18.9,232,False,True,1
298.5,309.3,1488,43.7,189,False,True,0
302.1,310.6,1439,40.0,7,True,False,0
299.8,310.1,1553,42.0,177,True,False,0
300.7,309.3,1425,45.3,100,True,False,0
297.9,307.6,1298,52.7,132,True,False,0
298.8,308.4,1604,29.5,14,False,True,0
300.2,309.5,1495,32.6,49,True,False,0
299.5,309.1,1863,22.5,79,True,False,0
300.5,309.4,2179,16.3,59,False,True,0
298.0,307.4,1606,35.2,195,False,False,0
298.0,308.2,1514,37.9,9,True,False,0
302.9,312.4,1923,23.9,244,True,False,0
298.7,308.4,1750,25.8,72,True,False,0
296.9,307.9,1435,41.6,139,True,False,0
299.4,309.2,1564,39.0,26,True,False,0
300.3,311.7,1317,56.5,7,True,False,0
298.9,308.4,1449,42.4,149,False,False,0
298.0,308.6,1532,42.6,54,True,False,0
296.2,307.0,1542,40.6,28,False,False,0
299.4,309.1,1352,44.7,172,False,True,0
298.8,309.8,1563,33.7,143,True,False,0
298.3,308.9,1379,54.7,91,True,False,0
301.7,310.1,1424,50.2,54,True,False,0
298.7,310.1,1676,33.5,70,True,False,0
302.5,310.5,1527,38.8,136,False,True,0
299.6,310.1,1384,49.8,11,True,False,0
300.3,311.8,1451,41.0,55,True,False,0
300.3,309.3,1612,36.0,158,True,False,0
301.0,309.5,1430,48.5,122,True,False,0
300.9,310.5,1616,33.5,25,True,False,0
300.6,310.9,1433,42.6,101,True,False,0
301.3,310.1,1469,39.7,179,False,False,0
297.7,307.4,1643,36.5,55,True,False,0
297.1,308.4,1468,44.4,197,True,False,0
300.0,311.4,1604,38.7,185,True,False,0
298.9,308.6,1574,33.5,128,False,True,0
299.7,308.9,1478,41.0,87,False,True,0
300.7,310.5,1445,41.1,201,True,False,0
298.9,310.2,1623,37.2,177,True,False,0
298.1,308.1,1410,45.8,71,True,False,0
300.1,309.3,1654,31.0,201,True,False,0
301.8,310.0,1393,44.9,208,True,False,0
301.5,310.7,1510,36.0,64,False,True,0
297.6,308.7,1408,54.8,147,False,True,0
299.8,309.4,1436,51.6,158,True,False,0
300.3,309.9,1405,52.1,205,False,False,0
297.3,308.9,1799,24.5,137,False,True,0
301.3,310.6,1481,40.9,57,True,False,0
298.7,309.6,1755,26.9,73,False,False,0
299.9,311.4,1497,37.0,162,False,False,0
300.5,310.3,1336,57.1,29,True,False,0
302.0,310.8,1767,27.4,11,True,False,0
299.4,310.7,1551,41.2,3,True,False,0
301.8,310.2,1457,40.4,213,True,False,0
297.3,308.5,1764,30.8,148,True,False,0
298.9,309.6,1434,43.8,180,False,True,0
301.2,309.9,1643,32.9,171,True,False,0
295.8,306.3,1444,45.5,76,False,True,0
296.9,307.7,1424,43.3,120,True,False,0
298.2,309.0,1413,55.0,145,True,False,0
302.0,310.4,1828,26.3,82,False,True,0
300.5,310.0,1406,50.2,119,False,True,0
300.4,309.6,1432,44.7,192,True,False,0
299.9,309.5,1779,26.1,169,True,False,0
297.2,307.9,1541,35.7,169,False,True,0
297.1,308.2,1427,45.2,136,True,False,0
298.2,307.9,1403,45.1,193,False,True,0
302.9,312.2,1510,41.4,94,True,False,0
302.9,312.4,1659,33.1,152,False,True,0
297.9,307.3,1420,47.8,171,False,True,0
302.3,310.1,1688,30.4,115,False,False,0
300.0,311.4,1508,38.2,18,True,False,0
301.6,310.5,1602,32.3,2,False,False,0
298.0,308.2,1611,30.6,195,True,False,0
298.9,309.7,1449,48.8,147,True,False,0
297.4,308.8,1462,49.7,132,True,False,0
300.5,311.4,1442,47.0,53,True,False,0
302.7,311.2,1545,35.1,128,True,False,0
300.0,309.7,1586,37.8,103,True,False,0
297.2,307.9,1441,40.0,195,True,False,0
302.8,312.2,1458,51.0,42,True,False,0
302.5,310.3,1592,32.6,174,True,False,0
298.9,310.0,1482,41.1,82,True,False,0
302.4,310.2,2224,16.0,154,True,False,0
304.1,313.3,1438,45.5,188,True,False,0
300.7,312.3,1577,33.2,100,True,False,0
301.9,310.5,1477,42.4,128,True,False,0
302.5,311.5,1521,44.1,37,True,False,0
302.4,311.1,1652,33.9,139,True,False,0
298.6,309.7,1294,59.4,104,True,False,0
301.5,310.8,1591,29.6,33,False,False,0
